recipe_id,section_key,section_label,prep_method,cook_method,yield_factor_water,yield_factor_fat,yield_factor_protein,yield_factor_carbohydrate,yield_factor_other,yield_factor_fiber,filling_class,cook_stages,boil_stages,source_recipe,primary_entry_stage
ENTR_117,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_117,sesame_tofu,Sesame Tofu & Broccoli,,pan seared,0.85,1.0,1.0,1.0,1.0,,,,,,
ENTR_118,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_118,lentils,Lentils,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_118,dal_base,Dal Sauce,,pan seared,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_119,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_119,chana_masala,Chana Masala,,pan seared,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_120,shakshuka,Shakshuka,,pan seared,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_121,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_121,peppers,Stuffed Peppers,,baked,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_122,rice,Rice,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_122,poblanos,Stuffed Poblanos,,baked,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_123,zucchini_boats,Zucchini Boats,,baked,0.88,1.0,1.0,1.0,1.0,,,,,,
ENTR_124,sauce,Red Enchilada Sauce,,raw,1.0,1.0,1.0,1.0,1.0,,,,,SAUCE_025,
ENTR_124,enchiladas,Cheese Enchiladas,,baked,0.90,1.0,1.0,1.0,1.0,,,,,,
ENTR_125,noodles,Noodles,,boiled,1.0,1.0,1.0,1.0,1.0,,,,,,
ENTR_125,sauce,Tomato Sauce,,boiled,0.73,1.0,1.0,1.0,1.0,,,,,,
ENTR_125,cheese_filling,Cheese Filling,,baked,0.88,1.0,1.0,1.0,1.0,,,,,,
SIDE_027,filling,Deviled egg filling,,raw,,,,,,,,,,,
SOUP_002,stock_ref,Beef Stock,,raw,,,,,,,,,,STOCK_004,
SOUP_002,stock,Beef stock and seasoning,,simmer,,1.0,1.0,1.0,1.0,,,,20,STOCK_004,
SOUP_002,noodles,Rice noodles,,boiled,,1.0,1.0,1.0,1.0,,,,9,,
SOUP_002,beef,Beef,,raw,,1.0,1.0,1.0,1.0,,,,,,
SOUP_006,stock,Chicken stock,,raw,,,,,,,,,,STOCK_003,
SOUP_006,hot_sour,Hot and sour,,simmer,,,,,,,simmer_sauce,,12,,
SOUP_006,finish,Eggs and sesame oil,finish,raw,,,,,,,,,,,
SOUP_007,stock,Chicken stock,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_003,
SOUP_007,soup,Tortilla soup,,simmer,,1.0,,,1.0,,simmer_sauce,,19,,
SOUP_007,onion,Onion,fried,fried,,1.0,,,1.0,,fried_meat,,7,,
SOUP_007,garlic_jalapeno,Garlic and jalapeño,fried,fried,,1.0,,,1.0,,,,1,,
SOUP_007,finish,Beans and garnish,finish,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_008,stock,Vegetable stock,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_007,
SOUP_008,chili,Chili,,simmer,,1.0,,,1.0,,simmer_sauce,,25,,
SOUP_008,onion_peppers,Onions and bell peppers,fried,fried,,1.0,,,1.0,,fried_meat,,6,,
SOUP_008,garlic_jalapeno,Garlic and jalapeño,fried,fried,,1.0,,,1.0,,,,2,,
SOUP_008,spices,Spices,fried,fried,,1.0,,,1.0,,,,1,,
SOUP_009,stock_ref,Chicken Broth,,raw,,,,,,,,,,STOCK_003,
SOUP_009,stock,Chicken stock,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_003,
SOUP_009,cajun_spice,Creole seasoning,,raw,1.0,1.0,1.0,1.0,1.0,,,,,SAUCE_014,
SOUP_009,roux,Flour and oil,fried,fried,,1.0,,,1.0,,fried_meat,,15,,
SOUP_009,onion_celery_pepper,"Onion, celery and bell pepper",simmer,simmer,,1.0,,,1.0,,simmer_sauce,,5,,
SOUP_009,garlic,Garlic,simmer,simmer,,1.0,,,1.0,,,,5,,
SOUP_009,chicken_sausage,Chicken and sausage,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,19,,
SOUP_009,okra,Okra,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_010,stock,White Chicken Stock,,raw,,,,,,,,,,STOCK_003,
SOUP_010,base,Soup base,simmer,simmer,,,,,,,simmer_sauce,,20,,
SOUP_010,noodles,Egg noodles,,boiled,,,,,,,,,,,
SOUP_010,finish,Parsley,finish,raw,,,,,,,,,,,
SOUP_011,stock_ref,Beef Stock,,raw,,,,,,,,,,STOCK_004,
SOUP_011,stock,Beef stock,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_004,
SOUP_011,beef,Beef,fried,fried,,1.0,,,1.0,,fried_meat,,15,,
SOUP_011,onion,Onion,simmer,simmer,,1.0,,,1.0,,,,7,,
SOUP_011,garlic,Garlic,simmer,simmer,,1.0,,,1.0,,,,3,,
SOUP_011,spices,Spices,simmer,simmer,,1.0,,,1.0,,,,2,,
SOUP_012,stock_ref,Beef Stock,,raw,,,,,,,,,,STOCK_004,
SOUP_012,stock,Beef stock,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,15,,
SOUP_012,beef,Beef,fried,fried,,1.0,,,1.0,,fried_meat,,15,,
SOUP_012,onion,Onion,simmer,simmer,,1.0,,,1.0,,,,7,,
SOUP_012,garlic,Garlic,simmer,simmer,,1.0,,,1.0,,,,3,,
SOUP_012,spices,Spices,simmer,simmer,,1.0,,,1.0,,,,2,,
SOUP_013,fish_stock_ref,Fish Stock,,raw,,,,,,,,,,STOCK_006,
SOUP_013,fish_stock,Fish stock,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,20,,
SOUP_013,cajun_spice,Creole seasoning,,raw,1.0,1.0,1.0,1.0,1.0,,,,,SAUCE_014,
SOUP_013,roux,Flour and oil,fried,fried,,1.0,,,1.0,,fried_meat,,15,,
SOUP_013,onion_celery_pepper,"Onion, celery and bell pepper",simmer,simmer,,1.0,,,1.0,,simmer_sauce,,5,,
SOUP_013,garlic,Garlic,simmer,simmer,,1.0,,,1.0,,,,5,,
SOUP_013,okra,Okra,simmer,simmer,,1.0,,,1.0,,,,15,,
SOUP_013,seafood,Shrimp and seafood,,simmer,,1.0,,,1.0,,,,7,,
SOUP_013,finish,Scallion and parsley,finish,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_014,vegetable_stock_ref,Vegetable Stock,,raw,,,,,,,,,,STOCK_007,
SOUP_014,vegetable_stock,Vegetable stock,,raw,1.0,1.0,1.0,1.0,1.0,,,,,STOCK_007,
SOUP_014,onion_celery,Onion and celery,fried,fried,,1.0,,,1.0,,fried_meat,,10,,
SOUP_014,bell_pepper,Bell pepper,simmer,simmer,,1.0,,,1.0,,,,3,,
SOUP_014,garlic_spices,Garlic and spices,simmer,simmer,,1.0,,,1.0,,,,2,,
SOUP_014,finish,Lime juice and cilantro,finish,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_015,bacon,Bacon,fried,fried,,,,,1.0,,fried_meat,,11,,
SOUP_015,onion_celery,"Onion, celery and butter",simmer,simmer,,1.0,,,1.0,,simmer_sauce,,9,,
SOUP_015,garlic_flour,Garlic and flour,simmer,simmer,,1.0,,,1.0,,,,2,,
SOUP_015,stock_potatoes_ref,Fish Stock,,raw,,,,,,,,,,STOCK_006,
SOUP_015,stock_potatoes,Fish stock and potatoes,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,16,,
SOUP_015,clam_cream,Clam and cream,,simmer,,1.0,,,1.0,,,,4,,
SOUP_016,bacon,Bacon,fried,fried,,,,,1.0,,fried_meat,,11,,
SOUP_016,onion_celery_pepper,"Onion, celery and bell pepper",simmer,simmer,,1.0,,,1.0,,simmer_sauce,,7,,
SOUP_016,garlic_pepper,Garlic and red pepper flakes,simmer,simmer,,1.0,,,1.0,,,,1,,
SOUP_016,stock_potatoes_ref,Fish Stock,,raw,,,,,,,,,,STOCK_006,
SOUP_016,stock_potatoes,Fish stock and potatoes,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,16,,
SOUP_016,clam,Chopped clam,,simmer,,1.0,,,1.0,,,,4,,
SOUP_017,onions,Onions,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,45,,
SOUP_017,wine,White wine,simmer,simmer,,1.0,,,1.0,,,,2,,
SOUP_017,stock_ref,Beef Stock,,raw,,,,,,,,,,STOCK_004,
SOUP_017,stock,Beef stock,,simmer,,1.0,,,1.0,,simmer_sauce,,18,,
SOUP_017,topping,Toasted baguette and Gruyère,finish,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_018,lentils,Lentils & Stock,,simmer,1.0,1.0,1.0,1.0,1.0,,,,22,,
SOUP_018,onion_carrot_celery,"Onion, carrots and celery",simmer,simmer,,1.0,,,1.0,,simmer_sauce,,10,,
SOUP_018,garlic_spices,Garlic and spices,simmer,simmer,,1.0,,,1.0,,,,4,,
SOUP_018,tomatoes,Crushed tomatoes,simmer,simmer,,1.0,,,1.0,,,,2,,
SOUP_018,finish,Lemon juice and seasoning,finish,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_019,mirepoix,Onion and vegetables,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,8,,
SOUP_019,garlic_tomato,Garlic and tomato paste,simmer,simmer,,1.0,,,1.0,,,,2,,
SOUP_019,flour,Flour,simmer,simmer,,1.0,,,1.0,,,,4,,
SOUP_019,wine,Sherry or white wine,simmer,simmer,,1.0,,,1.0,,,,1,,
SOUP_019,fish_stock_spices_ref,Fish Stock,,raw,,,,,,,,,,STOCK_006,
SOUP_019,fish_stock_spices,Fish stock and spices,,simmer,,1.0,,,1.0,,simmer_sauce,,17,,
SOUP_019,finish,Cream and lobster,finish,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_020,onion_celery_carrot,"Onion, celery and carrots",simmer,simmer,,1.0,,,1.0,,simmer_sauce,,23,,
SOUP_020,garlic_tomato,Garlic and tomato paste,simmer,simmer,,1.0,,,1.0,,,,17,,
SOUP_020,stock_vegetables_ref,Vegetable Stock,,raw,,,,,,,,,,STOCK_007,
SOUP_020,stock_vegetables,Vegetable stock and vegetables,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,15,,
SOUP_020,pasta_beans,Pasta and beans,,simmer,,1.0,,,1.0,,,,9,,
SOUP_020,finish,Spinach,finish,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
SOUP_021,pork,"Pork, water and aromatics",braise,braise,,1.0,,,1.0,,simmer_sauce,,60,,
SOUP_021,chili_hominy,Chili and hominy,,braise,,1.0,,,1.0,,,,30,,
SOUP_022,onion,Onion and butter,simmer,simmer,,1.0,,,1.0,,simmer_sauce,,7,,
SOUP_022,garlic,Garlic,simmer,simmer,,1.0,,,1.0,,,,1,,
SOUP_022,tomatoes,Crushed tomatoes,,simmer,,1.0,,,1.0,,,,20,,
SOUP_022,finish,Cream and seasoning,finish,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BKFST_040,bagel,Bagel,,raw,,1.0,1.0,1.0,1.0,,,,,,
BKFST_041,bagel,Bagel,,raw,,1.0,1.0,1.0,1.0,,,,,,
BKFST_042,scramble,Scramble,,pan seared,,1.0,1.0,1.0,1.0,,none,,7,,
BKFST_045,parfait,Parfait,,raw,,1.0,1.0,1.0,1.0,,,,,,
BKFST_046,waffle,Waffle,,grilled,,1.0,1.0,1.0,1.0,,,,5,,
BKFST_047,salsa,Salsa Ranchera,pan seared,pan seared,,1.0,1.0,1.0,1.0,,simmer_sauce,,13,,
BKFST_047,tortillas,Corn tortillas,fried,fried,,1.0,,,1.0,,,,2,,
BKFST_047,eggs,Eggs,fried,fried,,1.0,,,1.0,,fried_egg,,2,,
BKFST_047,assembly,Assembly,,raw,,1.0,,,1.0,,,,,,
BKFST_048,strata,Strata,,baked,,1.0,1.0,1.0,1.0,,,350:50,,,
BKFST_049,crepes,Crepes,,pan seared,,1.0,1.0,1.0,1.0,,,,2,,
BKFST_050,dutch_baby,Dutch Baby,,baked,,1.0,1.0,1.0,1.0,,,425:20,,,
BKFST_051,overnight_oats,Overnight Oats,,raw,,1.0,1.0,1.0,1.0,,,,,,
BKFST_052,granola,Granola,,baked,,1.0,1.0,1.0,1.0,,cake_batter,325:30,,,
BKFST_054,granola,Granola,,baked,,1.0,1.0,1.0,1.0,,cake_batter,325:30,,,
ENTR_126,main,Fried Shrimp,fried,fried,,1.0,1.0,1.0,1.0,,fried_breaded_shrimp,,3,,
ENTR_127,main,Cornmeal Fried Shrimp,fried,fried,,1.0,1.0,1.0,1.0,,fried_breaded_shrimp,,3,,
SAUCE_025,chiles,Dried chiles,sub-simmer,simmer,,,,,,,simmer_sauce,,25,,
SAUCE_025,onion_mixture,Onion and garlic,sauteed,simmer,,,,,,,,,,,
SAUCE_025,tomatoes,Tomatoes and spices,simmer,simmer,,,,,,,,,,,
SAUCE_026,sauce,Sauce,,sub-simmer,,,,,,,simmer_sauce,,22,,
SAUCE_027,onion,Onion,sauteed,simmer,,,,,,,,,,,
SAUCE_027,garlic,Garlic,sauteed,simmer,,,,,,,,,,,
SAUCE_027,sauce,Sauce,,simmer,,,,,,,simmer_sauce,,22,,
SAUCE_027,basil,Basil,finish,raw,,,,,,,,,,,
SAND_067,frank,Grilled frank,pan seared,pan seared,,,,,1.0,,fried_meat,,9,,
SAND_067,coleslaw,Coleslaw,,raw,,,,,1.0,,,,,,
SAND_067,assembly,Assembly,,raw,,,,,1.0,,,,,,
SAND_068,beef,Beef,pan seared,pan seared,,,,,1.0,,pan_grilled_chicken,,5,,
SAND_068,assembly,Assembly,,raw,,,,,1.0,,,,,,
SAND_069,chicken,Chicken,pan seared,pan seared,,,,,1.0,,pan_grilled_chicken,,8,,
SAND_069,hot_sauce,Hot sauce,simmer,simmer,,,,,1.0,,simmer_sauce,,9,,
SAND_069,assembly,Assembly,,raw,,,,,1.0,,,,,,
SAND_070,chicken,Chicken,pan seared,pan seared,,,,,1.0,,pan_grilled_chicken,,13,,
SAND_070,assembly,Assembly,,raw,,,,,1.0,,,,,,
SAND_070,dressing,Caesar Dressing,,raw,,,,,1.0,,,,,SAUCE_024,
SAND_071,fish,Fish,pan seared,pan seared,,,,,1.0,,pan_grilled_chicken,,8,,
SAND_071,assembly,Assembly,,raw,,,,,1.0,,,,,,
SAND_072,patty,Patty,pan seared,pan seared,,,,,1.0,,fried_meat,,9,,
SAND_072,assembly,Assembly,,raw,,,,,1.0,,,,,,
SAND_073,chicken,Chicken,pan seared,pan seared,,,,,1.0,,pan_grilled_chicken,,13,,
SAND_073,assembly,Assembly,,raw,,,,,1.0,,,,,,
SAND_074,patties,Patties,pan seared,pan seared,,,,,1.0,,fried_meat,,5,,
SAND_074,toppings,Toppings,,raw,,,,,1.0,,,,,,
SAND_075,pinwheels,Pinwheels,,raw,,,,,1.0,,,,,,
SAND_076,shrimp,Shrimp,pan seared,pan seared,,,,,1.0,,pan_grilled_chicken,,4,,
SAND_076,salad,Salad,,raw,,,,,1.0,,,,,,
SAND_077,sandwich,Sandwich,,raw,,,,,1.0,,,,,,
SAND_078,onion_pepper,Onion and bell pepper,pan seared,simmer,,,,,1.0,,simmer_sauce,195:32,10,,
SAND_078,tofu,Tofu,pan seared,simmer,,,,,1.0,,pan_grilled_chicken,195:32,6,,
SAND_078,black_beans,Black beans,,simmer,,,,,1.0,,simmer_sauce,,32,,
SAND_078,assembly,Assembly,finish,raw,,,,,1.0,,,,,,
SAND_080,dough,Dough,pan seared,pan seared,,1.0,1.0,1.0,1.0,,pan_grilled_masa,,11,,
SAND_080,filling,Filling,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
PASTA_001,pasta,Pasta,boiled,boiled,,,,,1.0,,,,2,,
PASTA_001,marinara,Italian Marinara Sauce,,raw,,,,,,,,,,SAUCE_027,
PASTA_001,cheese,Cheese Layer,baked covered,baked,,,,,1.0,,dairy_custard,375:18,25,,
PASTA_002,bread_base,Garlic Bread Base,baked,baked,,,1.0,1.0,1.0,,pastry,"400:6,400:9",,,
PASTA_002,sauce,Marinara Sauce,,raw,,1.0,1.0,1.0,1.0,,,,,SAUCE_027,
PASTA_002,toppings,Cheese Topping,,baked,,,1.0,1.0,1.0,,,400:9,,,
PASTA_003,crust,Pizza Crust,,baked,,,1.0,1.0,1.0,,pastry,450:20,,,
PASTA_003,sauce,Marinara Sauce,,raw,,1.0,1.0,1.0,1.0,,,,,SAUCE_027,
PASTA_003,toppings,Cheese Topping,,baked,,,1.0,1.0,1.0,,pizza_cheese_topping,450:20,,,
PASTA_004,crust,Pizza Crust,,baked,,,1.0,1.0,1.0,,thin_pizza_crust,450:20,,,
PASTA_004,sauce,Marinara Sauce,,raw,,1.0,1.0,1.0,1.0,,,,,SAUCE_027,
PASTA_004,toppings,Cheese Topping,,baked,,,1.0,1.0,1.0,,pizza_cheese_topping,450:20,,,
PASTA_006,pasta,Pasta,boiled,boiled,,,1.0,1.0,1.0,,,,2,,
PASTA_006,chicken,Grilled Chicken,pan seared,pan seared,,,1.0,1.0,1.0,,pan_grilled_chicken,,11,,
PASTA_006,pesto,Basil Pesto,,raw,,,1.0,1.0,1.0,,,,,,
PASTA_009,pasta,Pasta,boiled,boiled,,,1.00,1.00,1.00,,,,8,,
PASTA_009,pesto,Basil Pesto,,raw,,,1.00,1.00,1.00,,,,,,
PASTA_011,pasta,Spaghetti,boiled,boiled,,,1.0,1.0,1.0,,,,9,,
PASTA_011,meatballs,Beef Italian Meatballs,,raw,,,1.0,1.0,1.0,,,,,ENTR_021,
PASTA_013,pasta,Spaghetti,boiled,boiled,,,1.00,1.00,1.00,,,,8,,
PASTA_013,sauce,Cacio e Pepe Sauce,,raw,,,1.00,1.00,1.00,,,,,,
BVRG_001,milkshake,Milkshake,raw,raw,1.0,1.0,,,,,,,,,
BVRG_002,milkshake,Milkshake,raw,raw,1.0,1.0,,,,,,,,,
BVRG_003,milkshake,Milkshake,raw,raw,1.0,1.0,,,,,,,,,
BVRG_004,cafe_au_lait,Café au Lait,raw,raw,1.0,1.0,,,,,,,,,
BVRG_005,cafe_mocha,Café Mocha,raw,raw,1.0,1.0,,,,,,,,,
BVRG_006,cappuccino,Cappuccino,raw,raw,1.0,1.0,,,,,,,,,
BVRG_007,ginger_lemonade,Ginger Lemonade,raw,raw,1.0,1.0,,,,,,,,,
BVRG_008,strawberry_lemonade,Strawberry Lemonade,raw,raw,1.0,1.0,,,,,,,,,
BVRG_009,arnold_palmer,Arnold Palmer,raw,raw,1.0,1.0,,,,,,,,,
BVRG_010,berry_smoothie,Berry Smoothie,raw,raw,1.0,1.0,,,,,,,,,
BVRG_011,strawberry_banana,Strawberry Banana Smoothie,raw,raw,1.0,1.0,,,,,,,,,
BVRG_012,green_smoothie,Green Smoothie,raw,raw,1.0,1.0,,,,,,,,,
BVRG_013,tropical_smoothie,Tropical Smoothie,raw,raw,1.0,1.0,,,,,,,,,
BVRG_014,shirley_temple,Shirley Temple,raw,raw,1.0,1.0,,,,,,,,,
BVRG_015,fruit_punch,Fruit Punch,raw,raw,1.0,1.0,,,,,,,,,
BVRG_016,virgin_mojito,Virgin Mojito,raw,raw,1.0,1.0,,,,,,,,,
BVRG_017,agua_fresca,Watermelon Agua Fresca,raw,raw,1.0,1.0,,,,,,,,,
BVRG_018,pina_colada,Virgin Piña Colada,raw,raw,1.0,1.0,,,,,,,,,
BVRG_019,eggnog,Eggnog,raw,boiled,1.0,1.0,,,,,,,,,
BVRG_020,blend_strain,Blend and Strain,raw,raw,,,,,,,strained,,,,
BVRG_020,sweeten,To Sweeten,raw,raw,1.0,1.0,,,,,,,,,
BVRG_021,chai,Chai Tea,simmer,simmer,,1.0,,,,,simmer_sauce,,5,,
BVRG_022,matcha,Matcha Latte,raw,raw,1.0,1.0,,,,,,,,,
BVRG_023,cider,Spiced Apple Cider,simmer,simmer,,1.0,,,,,simmer_sauce,,15,,
BVRG_024,cocktail,Alexander,raw,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_025,cocktail,Americano,raw,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_026,cocktail,Angel Face,raw,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_027,cocktail,Aperol Spritz,raw,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_028,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_029,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_030,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_031,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_032,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_033,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_034,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_035,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_036,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_037,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_038,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_039,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_040,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_041,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_042,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_043,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_044,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_045,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_046,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_047,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_048,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_049,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_050,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_051,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_052,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_053,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_054,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_055,cocktail,Cocktail,raw,raw,1.0,1.0,1.0,1.0,,,,,,,
BVRG_056,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_057,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_058,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_059,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_060,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_061,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_062,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_063,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_064,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_065,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_066,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_067,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_068,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_069,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_070,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_071,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_072,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_073,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_074,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_075,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_076,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_077,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_078,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_079,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_080,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_081,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_082,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_083,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_084,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_085,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_086,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_087,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_088,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_089,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_090,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_091,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_092,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_093,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_094,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_095,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_096,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_097,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_098,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_099,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_100,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_101,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
BVRG_102,cocktail,Cocktail,,raw,1.0,1.0,1.0,1.0,1.0,,,,,,
